id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
25561,30,55000,0,8.0,2,1,15000,10.59,0.27,0,8,0
50306,23,99996,1,2.0,2,2,10000,14.22,0.1,0,4,0
16998,28,43000,1,1.0,4,2,8000,13.16,0.19,0,8,0
37314,27,38000,1,0.0,2,1,5500,9.76,0.14,0,9,0
12772,22,45000,1,2.0,1,0,8000,7.51,0.18,0,3,0
34167,25,102000,0,9.0,1,1,7000,11.49,0.07,0,3,0
1560,23,42000,1,4.0,1,0,6000,7.66,0.14,0,4,0
58203,35,49800,1,2.0,5,0,3000,7.88,0.06,0,8,0
15900,22,45000,1,2.0,1,1,10000,10.65,0.22,0,2,0
27313,25,30000,1,1.0,1,2,10000,13.16,0.33,1,4,1
816,33,30000,2,4.0,0,1,5000,10.38,0.17,0,7,0
19011,30,60000,0,7.0,5,0,4000,7.29,0.07,0,8,0
27778,35,100000,1,0.0,0,1,2500,9.99,0.03,0,9,0
7801,34,45204,1,12.0,1,0,14125,7.29,0.31,0,8,0
43611,27,80000,0,11.0,4,0,3000,5.99,0.04,0,8,0
23749,36,61656,1,7.0,5,1,15000,10.62,0.24,0,13,0
13985,23,37000,2,1.0,0,0,9000,7.14,0.24,0,3,0
20917,23,40000,0,7.0,1,0,6000,7.4,0.15,0,2,0
14005,27,60000,0,4.0,1,0,12000,7.66,0.2,0,7,0
20810,23,70000,0,4.0,1,0,6000,7.14,0.09,0,3,0
49714,27,75000,0,8.0,0,0,5000,6.03,0.07,0,8,0
8058,21,24996,1,2.0,2,0,2000,7.29,0.08,0,3,0
21661,24,29676,1,3.0,1,1,5000,10.0,0.16,0,2,0
43373,28,43000,1,4.0,4,1,8000,11.11,0.19,0,7,0
10695,28,74004,1,5.0,2,3,25000,15.33,0.34,0,9,1
22661,24,24000,1,0.0,1,2,5000,13.72,0.21,1,3,0
45279,27,30548,1,0.0,1,4,14000,7.88,0.46,1,9,1
28137,28,49000,0,12.0,1,0,7000,7.49,0.14,0,7,0
1121,24,91000,1,0.0,5,1,1800,11.49,0.02,0,2,0
47801,40,120000,0,12.0,3,0,7000,5.79,0.06,0,11,0
21358,24,80000,0,5.0,3,1,12000,12.42,0.15,0,4,0
17398,41,63000,1,6.0,3,1,14000,10.59,0.23,0,13,0
46292,23,45000,1,3.0,0,0,5000,6.62,0.11,0,4,0
56799,24,85000,1,0.0,0,1,1000,11.71,0.01,0,3,0
12298,29,33600,0,12.0,2,1,3000,10.38,0.09,0,8,0
7228,29,130000,0,0.0,3,1,8000,12.21,0.06,0,8,0
7105,27,55000,1,3.0,0,1,3000,11.83,0.05,0,10,0
8148,27,73426,0,7.0,5,2,15000,13.57,0.21,1,7,0
51691,33,26400,1,8.0,4,1,10000,11.71,0.38,0,10,1
9085,26,76000,0,10.0,1,0,20000,6.54,0.26,0,3,0
7762,33,48000,1,12.0,1,1,16000,5.99,0.35,0,5,1
47458,26,83004,1,7.0,0,0,5450,7.9,0.07,0,2,0
44497,25,50000,1,1.0,4,1,15000,10.74,0.3,0,2,0
50427,33,73000,0,6.0,2,1,5000,10.74,0.07,0,5,0
32865,23,125000,1,5.0,5,1,12000,11.71,0.1,0,2,0
48605,28,35000,2,1.0,1,0,1500,8.0,0.04,0,6,0
28281,22,37000,1,6.0,0,1,12000,11.48,0.32,0,2,1
55019,30,88000,0,3.0,1,0,3000,7.68,0.03,0,8,0
51582,22,25200,1,1.0,3,1,13000,12.21,0.48,0,4,1
10896,32,54000,0,5.0,1,0,5000,5.42,0.09,0,10,0
6626,29,170000,0,5.0,4,2,25000,12.73,0.15,0,5,0
29110,26,45000,1,4.0,5,1,4000,9.99,0.09,0,3,0
11694,23,34900,0,2.0,2,3,5600,18.25,0.16,1,3,1
55398,38,50000,1,1.0,2,2,15000,13.22,0.3,0,15,0
33182,23,78000,1,8.0,5,2,20000,13.85,0.26,0,4,0
1077,24,36000,1,2.0,2,1,4000,10.0,0.11,0,3,1
21799,28,30000,1,1.0,4,1,14500,11.48,0.48,0,6,1
17436,29,70000,1,3.0,5,2,12000,12.53,0.17,1,7,0
13075,32,40000,1,5.0,0,2,10000,13.49,0.25,0,10,0
28204,28,50000,0,12.0,5,0,1300,6.03,0.03,0,9,0
22540,25,68000,1,4.0,2,1,15000,10.25,0.22,0,4,0
31852,28,78000,1,3.0,4,1,24000,11.12,0.31,0,8,1
53359,27,76476,1,3.0,2,0,7000,5.99,0.09,0,5,0
1672,25,52800,1,1.0,0,0,3000,7.9,0.06,0,4,0
56843,24,80000,0,8.0,4,1,15000,10.99,0.19,0,3,0
50498,24,32000,1,1.0,0,2,6000,13.49,0.19,0,4,0
24920,25,65004,1,0.0,1,3,20000,14.59,0.31,0,2,1
33082,23,100000,0,2.0,1,0,14000,6.17,0.14,0,4,0
25752,36,60000,0,3.0,1,0,6000,7.51,0.1,0,12,0
18217,24,120000,2,8.0,3,0,6000,7.88,0.05,0,2,0
18203,27,25000,1,4.0,0,1,7500,9.91,0.29,0,7,0
46346,28,30000,1,4.0,5,0,3000,9.32,0.1,0,10,0
35385,28,58000,0,2.0,5,0,12000,6.91,0.21,0,9,0
22158,23,120000,0,7.0,1,0,9500,7.74,0.08,0,2,0
47155,27,30000,0,3.0,5,2,4200,14.79,0.14,0,8,0
46130,35,77237,0,4.0,1,2,15000,12.61,0.19,0,10,0
23153,23,30000,1,0.0,2,1,1000,11.71,0.03,0,2,1
47964,26,29000,1,0.0,5,3,5000,14.83,0.17,0,2,1
45514,32,44000,0,9.0,4,3,8000,14.74,0.18,0,6,1
38361,34,34000,1,4.0,3,1,2000,9.62,0.06,0,7,1
36609,24,70000,1,4.0,2,0,6400,7.68,0.09,0,2,0
51429,27,60000,0,2.0,4,1,10000,10.59,0.17,0,9,0
14260,24,47500,0,8.0,5,0,10000,7.74,0.21,0,4,0
25489,23,100000,0,5.0,4,1,15000,11.12,0.15,0,2,0
43483,25,65004,1,1.0,3,0,5000,6.03,0.08,0,2,0
26020,28,62000,0,3.0,4,1,2000,10.62,0.03,0,10,0
35884,26,57000,0,2.0,0,1,7800,12.42,0.13,0,3,0
51207,24,72000,1,8.0,2,0,10000,8.94,0.14,0,4,0
6139,24,22000,1,0.0,4,2,4000,14.22,0.18,1,2,0
36891,30,190000,0,1.0,1,2,15000,12.73,0.08,1,8,0
10414,34,28800,0,7.0,2,1,7500,11.99,0.27,0,7,0
5897,27,42000,1,5.0,1,2,2250,13.49,0.05,0,8,0
56857,23,38004,1,3.0,2,0,3000,7.9,0.08,0,2,0
38476,29,45000,1,4.0,5,1,10000,11.99,0.22,0,8,0
17330,22,36000,1,5.0,5,1,5000,11.11,0.14,0,3,0
51462,32,60000,0,3.0,4,0,7500,5.42,0.13,0,7,0
13471,25,32000,0,0.0,4,4,13750,16.45,0.44,0,3,1
27064,22,42000,1,6.0,2,0,3200,8.49,0.08,0,4,1
46023,29,120000,0,13.0,2,1,25000,10.74,0.21,0,9,0
46597,29,50000,0,4.0,5,0,5000,8.49,0.1,0,5,0
35924,31,52000,0,3.0,1,0,2000,8.9,0.04,0,6,0
45857,24,60000,0,4.0,4,0,2000,6.03,0.03,0,4,0
41784,28,72000,1,12.0,1,1,15000,9.88,0.21,0,10,0
28614,24,42000,1,8.0,5,1,10000,10.62,0.24,0,2,0
35415,25,48000,0,8.0,4,1,10000,10.25,0.21,0,2,0
52871,24,40000,1,6.0,5,1,5000,9.91,0.13,0,3,0
55085,24,43000,1,2.0,0,0,12000,9.63,0.28,0,4,0
4376,25,70000,0,2.0,0,1,12000,12.21,0.17,0,4,0
58214,22,29000,1,1.0,1,4,4000,16.45,0.14,0,3,1
1377,28,60000,1,2.0,0,1,20000,10.99,0.33,0,5,1
40120,22,45600,1,5.0,4,0,4000,7.66,0.09,0,2,0
49798,25,48659,1,4.0,1,3,5500,15.62,0.11,1,3,0
52083,21,35000,2,5.0,0,0,5000,7.51,0.14,0,3,0
9508,26,33600,1,5.0,4,3,9000,17.27,0.27,1,2,1
21052,23,64000,0,0.0,1,1,4800,10.37,0.08,0,3,0
44130,22,70000,1,2.0,2,2,18000,12.68,0.26,0,4,1
10845,24,40000,0,3.0,0,2,6500,13.48,0.16,0,4,0
30795,23,27000,1,0.0,1,1,5000,12.21,0.19,0,4,0
56588,25,44000,1,0.0,0,4,13650,17.06,0.31,1,4,1
47277,24,40000,1,0.0,1,0,4000,7.14,0.1,0,4,0
23351,28,65000,0,5.0,3,0,12000,6.99,0.18,0,5,0
6348,24,50000,1,9.0,2,2,8000,13.99,0.16,0,4,0
29872,29,35004,2,7.0,1,2,10000,14.27,0.29,1,10,0
8057,22,40000,2,6.0,0,2,7000,13.49,0.17,1,4,0
24943,41,80000,0,18.0,3,3,25000,15.65,0.31,0,16,0
58189,29,55000,1,3.0,4,0,3000,7.51,0.05,0,8,0
50061,30,65000,1,15.0,5,1,8000,9.63,0.12,0,5,0
16652,22,80000,0,6.0,5,2,6000,11.66,0.07,1,3,0
50949,25,32000,1,5.0,4,0,8000,7.29,0.25,0,4,0
22242,31,90000,1,1.0,1,2,8000,13.48,0.09,0,10,0
51858,23,45000,0,4.0,0,1,6000,10.99,0.13,0,3,0
35735,22,34000,1,4.0,5,0,10000,6.62,0.29,0,4,1
21646,28,35000,1,4.0,2,2,4000,12.99,0.11,0,10,0
11333,28,55000,1,0.0,1,2,8000,13.16,0.15,1,5,0
26739,21,78000,0,4.0,3,2,12000,13.48,0.15,0,2,1
28084,43,65000,0,2.0,0,0,7000,7.88,0.11,0,13,0
5044,25,58000,1,4.0,4,0,3000,7.49,0.05,0,3,0
39949,25,34000,1,4.0,0,1,7500,9.76,0.22,0,4,0
37650,26,144000,0,10.0,1,1,10000,9.91,0.07,0,3,0
57033,27,150000,1,11.0,4,0,25000,6.99,0.17,0,9,0
34587,31,60000,0,1.0,2,0,9000,7.14,0.15,0,7,0
36979,29,75000,1,0.0,1,3,20000,14.09,0.27,0,8,1
51606,27,300000,0,1.0,2,1,35000,10.59,0.12,0,6,0
41443,32,75000,0,1.0,5,0,10000,5.79,0.13,0,10,0
33743,25,65000,0,9.0,4,2,4000,13.49,0.06,1,2,0
2106,31,102000,0,15.0,3,0,10000,8.9,0.1,0,5,0
49849,22,41000,1,2.0,0,1,3000,11.11,0.07,0,3,0
13114,24,45000,0,3.0,0,0,10000,7.29,0.22,0,2,0
35143,23,87000,1,4.0,1,2,10000,13.11,0.11,0,4,0
9514,23,72000,0,7.0,2,0,5000,8.9,0.07,0,4,0
37615,28,65000,2,12.0,4,2,12000,14.35,0.18,0,8,0
30730,22,28800,1,3.0,4,0,7225,6.62,0.25,0,2,0
20886,24,80000,0,8.0,0,2,5000,14.27,0.06,1,3,0
35489,30,67500,0,5.0,2,2,15000,13.11,0.22,1,7,0
44807,21,50000,0,5.0,2,0,12000,6.54,0.24,0,4,0
270,26,45000,0,10.0,3,0,8800,8.49,0.19,0,3,0
24993,26,42000,0,2.0,2,0,5000,7.29,0.12,0,3,0
24302,23,80000,0,0.0,1,2,15000,13.57,0.19,1,3,0
7181,27,26500,1,2.0,4,2,6000,13.79,0.23,0,8,0
40949,22,41892,1,6.0,0,0,11300,7.51,0.27,0,2,0
33998,30,28000,1,1.0,5,2,7500,13.22,0.27,0,10,0
19180,40,182004,1,3.0,1,0,35000,8.0,0.19,0,11,0
43208,27,72000,0,9.0,2,4,6400,16.35,0.09,1,7,1
53311,23,60000,0,7.0,1,0,4500,5.42,0.07,0,3,0
23121,23,54000,1,7.0,2,0,5000,7.29,0.09,0,3,0
50028,23,45000,1,4.0,1,1,10000,9.91,0.22,0,4,0
38386,22,44004,1,3.0,4,3,10000,14.11,0.23,1,4,1
50760,25,27720,1,1.0,2,2,6800,13.16,0.25,1,2,0
26442,25,114000,0,2.0,1,1,8000,11.71,0.07,0,4,0
14356,33,50000,0,16.0,3,2,9600,13.61,0.19,1,8,0
12356,26,40000,1,3.0,2,0,10000,5.99,0.25,0,3,0
19497,24,110000,0,2.0,5,0,12000,7.88,0.11,0,2,0
32126,31,29004,1,0.0,5,3,6000,14.84,0.21,1,9,1
25459,23,45000,1,2.0,1,0,8000,7.51,0.18,0,2,0
52764,27,39996,1,1.0,1,1,4800,12.42,0.12,0,9,0
48439,28,40000,1,1.0,2,0,7000,6.76,0.17,0,7,0
57094,32,60000,0,14.0,4,1,6000,11.26,0.1,0,6,0
1930,23,36000,1,1.0,4,2,10000,12.87,0.28,0,3,0
20099,23,45000,0,4.0,0,2,6000,12.99,0.13,0,3,0
34149,32,75000,0,14.0,4,1,20000,11.11,0.27,0,9,0
52551,24,45000,1,6.0,1,1,6000,11.49,0.13,0,4,0
5041,22,35000,1,6.0,1,0,7500,8.0,0.21,0,2,0
45509,26,42996,1,3.0,3,3,7000,12.84,0.17,1,4,1
41248,28,102058,0,4.0,1,2,15000,13.47,0.15,1,8,0
5404,36,90000,1,6.0,2,2,1925,14.22,0.02,0,11,0
3613,22,42000,0,3.0,1,0,5400,7.14,0.13,0,3,0
16428,27,50000,1,0.0,2,2,6000,14.72,0.12,0,5,0
23693,21,70000,0,5.0,2,2,3000,13.49,0.04,0,3,0
23550,24,51400,0,4.0,2,0,9000,7.74,0.17,0,3,0
14840,37,55000,0,14.0,3,2,5000,13.99,0.09,1,15,1
6492,22,60000,0,6.0,0,1,13500,11.49,0.23,0,3,0
13856,37,43000,1,1.0,4,1,12000,10.74,0.28,0,14,0
34153,31,56000,0,5.0,2,0,5500,7.14,0.1,0,6,0
47963,22,60000,1,4.0,1,1,1800,12.18,0.03,0,3,0
19309,30,40000,0,7.0,5,0,6000,6.62,0.15,0,8,0
52884,22,54996,0,4.0,1,1,5000,10.74,0.09,0,4,0
13499,47,83000,0,3.0,2,0,6000,7.14,0.07,0,12,0
16050,35,48000,1,1.0,2,0,2000,7.29,0.04,0,6,0
13577,23,69996,0,2.0,0,2,10000,12.84,0.14,1,4,0
7303,28,85000,1,4.0,0,0,8700,7.88,0.1,0,5,0
49898,27,43288,1,3.0,4,0,10000,6.03,0.23,0,9,0
48952,37,44000,1,0.0,4,0,3600,5.42,0.08,0,14,0
26522,24,45500,1,8.0,1,1,2000,12.42,0.04,0,2,0
52409,24,30000,1,2.0,5,2,13000,13.11,0.43,1,4,1
25271,27,60000,1,1.0,2,1,10000,10.25,0.17,0,7,0
2554,22,60000,1,7.0,4,2,15000,13.35,0.25,1,2,0
16819,47,60000,0,6.0,0,1,10000,10.25,0.17,0,13,0
36325,32,240000,0,2.0,4,2,15000,12.99,0.06,1,10,0
13831,24,37000,1,0.0,0,4,14000,18.64,0.36,0,4,1
57698,26,80000,2,2.0,5,0,4800,8.9,0.06,0,2,0
17211,24,30000,1,5.0,3,1,6000,12.69,0.2,0,2,0
48479,26,95000,0,0.0,5,0,2400,5.42,0.03,0,3,0
23311,28,43000,1,6.0,4,2,15000,14.26,0.37,0,10,1
14645,24,120000,0,8.0,4,0,10000,7.29,0.08,0,4,0
30563,24,28000,2,0.0,0,2,6000,13.98,0.21,0,3,0
28345,21,40000,1,5.0,5,1,4200,10.74,0.1,0,2,0
34249,39,87920,1,2.0,4,1,3000,12.21,0.03,1,16,0
43725,30,110000,2,14.0,0,0,6400,9.32,0.06,0,6,0
16988,27,86000,0,11.0,2,3,5000,14.59,0.05,0,7,1
57292,26,75000,0,10.0,5,0,6000,8.9,0.08,0,3,0
51039,30,46000,1,3.0,4,0,5000,8.0,0.11,0,10,0
39262,24,33996,1,2.0,2,3,8000,16.32,0.24,1,4,1
18117,30,96053,0,15.0,4,3,30000,15.62,0.27,0,14,1
11892,36,51000,1,11.0,2,3,1500,16.29,0.03,1,13,1
27253,29,63000,0,3.0,0,2,7200,13.06,0.12,1,8,0
14558,22,38000,1,1.0,0,1,7000,12.53,0.18,0,3,0
47782,46,30000,1,6.0,0,1,4800,12.69,0.16,0,15,0
50252,38,120000,1,5.0,1,3,9000,14.11,0.07,1,16,0
28379,41,31200,1,9.0,4,1,13500,11.99,0.45,0,12,1
55191,26,65000,1,1.0,4,2,12000,12.84,0.18,1,3,0
18261,22,70000,1,3.0,2,0,20000,7.49,0.29,0,4,1
12081,28,50000,0,5.0,5,3,2000,17.27,0.04,1,8,0
12665,23,33000,1,6.0,1,0,8125,8.0,0.25,0,2,0
38007,43,44400,0,3.0,1,2,2500,14.35,0.06,1,15,0
22374,26,50000,0,5.0,1,2,8500,15.96,0.16,0,4,0
56835,44,63000,0,1.0,0,0,10000,5.42,0.16,0,14,0
1882,29,70000,0,13.0,5,1,3000,10.74,0.04,0,5,0
58479,23,72000,1,1.0,1,0,15000,7.49,0.21,0,4,0
29911,24,50000,1,0.0,4,2,6300,13.16,0.13,0,4,0
24650,39,80004,1,3.0,5,1,6000,9.91,0.07,0,17,0
25052,23,45000,0,3.0,1,3,18250,14.11,0.4,0,3,0
33916,34,49000,1,0.0,0,1,19750,11.14,0.4,0,7,1
34586,27,26400,1,11.0,2,2,3000,13.72,0.11,0,10,0
31571,29,30000,0,6.0,0,2,6500,13.49,0.22,0,8,0
41302,26,70000,0,3.0,0,1,10000,9.91,0.14,0,3,0
853,39,150000,0,1.0,0,1,20000,11.48,0.13,0,13,0
40846,27,40000,1,1.0,5,1,14000,11.99,0.35,0,5,1
39873,29,70000,0,13.0,1,0,15000,7.9,0.21,0,9,0
33035,29,90000,1,13.0,4,0,10000,6.62,0.11,0,8,0
46448,31,72000,0,6.0,4,1,6000,10.0,0.08,0,7,0
34953,54,116000,0,19.0,5,2,19750,14.26,0.16,1,19,0
49182,36,60000,0,7.0,2,0,15000,7.49,0.25,0,16,0
1948,28,115000,1,3.0,4,2,10000,12.87,0.09,1,7,0
16755,41,60000,0,5.0,5,0,12000,7.51,0.2,0,13,0
51297,35,38000,0,1.0,1,2,5000,12.99,0.13,0,8,0
55523,24,24000,1,8.0,4,1,1600,11.49,0.07,0,3,0
39848,37,50000,1,4.0,0,2,12000,15.27,0.24,0,13,0
22676,24,95000,1,8.0,1,1,18000,11.89,0.19,0,3,0
53262,24,52000,0,8.0,3,1,20000,10.25,0.38,0,3,0
25828,37,26000,1,2.0,1,1,7500,11.83,0.3,0,12,0
5587,26,87800,0,5.0,5,3,3500,16.77,0.04,0,4,0
3259,31,105000,0,11.0,1,0,12000,7.88,0.11,0,8,0
16948,21,65000,1,5.0,0,0,17000,6.91,0.26,0,4,0
26718,31,54000,1,0.0,3,2,5000,13.23,0.09,0,5,1
52526,30,33048,1,4.0,2,1,12000,11.36,0.37,0,9,1
35463,31,110000,0,2.0,0,1,30000,11.11,0.27,0,7,0
54171,26,33600,1,6.0,4,3,10750,16.77,0.32,1,4,1
37699,22,29000,1,6.0,1,0,11000,6.62,0.36,0,3,1
54817,25,32000,0,7.0,3,0,10000,6.99,0.31,0,3,0
49431,45,38400,2,2.0,0,1,10000,10.99,0.26,0,12,0
477,23,95000,0,7.0,2,2,12000,13.11,0.13,1,2,0
14296,23,61211,0,3.0,1,0,10625,5.42,0.17,0,4,0
22299,33,50000,0,1.0,2,2,4000,14.79,0.08,1,10,0
44632,40,64000,1,7.0,2,3,12000,17.49,0.19,1,12,1
47274,24,35000,1,5.0,2,0,7000,8.9,0.2,0,4,0
21833,35,65000,0,7.0,3,0,20000,7.49,0.29,0,7,0
54272,27,90000,1,1.0,2,0,16000,6.54,0.18,0,9,0
30501,24,64000,0,0.0,2,2,4000,13.23,0.06,0,4,1
13082,23,50000,0,4.0,2,0,5000,6.03,0.1,0,4,0
1708,29,94350,0,7.0,4,3,15000,15.28,0.14,0,7,1
40292,22,36000,2,5.0,0,1,8400,12.69,0.24,0,3,0
40517,21,36000,0,0.0,4,0,7000,8.0,0.18,0,3,1
8617,30,70000,0,15.0,1,0,5000,7.14,0.07,0,5,0
2695,34,63000,0,3.0,2,0,8000,7.88,0.13,0,9,0
55921,31,48000,1,1.0,4,2,1200,13.85,0.03,1,6,0
38382,24,45000,0,8.0,0,0,5000,6.76,0.11,0,4,0
36555,23,30000,1,3.0,1,0,2000,6.62,0.07,0,2,1
46910,23,45000,1,4.0,5,1,11000,9.25,0.24,0,2,0
42138,23,24000,1,2.0,0,1,4000,11.58,0.17,0,2,0
19945,32,52000,0,17.0,5,0,8000,6.03,0.15,0,10,0
5876,22,30000,1,6.0,1,1,1200,10.99,0.04,0,4,0
23376,24,110000,1,0.0,0,1,13000,9.91,0.12,0,4,0
26548,25,55000,0,2.0,0,0,10000,7.51,0.18,0,3,0
39036,21,52000,1,4.0,2,1,8800,10.59,0.16,0,3,0
11678,24,45000,1,3.0,5,3,2000,15.62,0.04,0,2,0
105,26,30000,2,10.0,4,0,6000,5.42,0.2,0,2,0
43154,27,58239,1,9.0,3,0,17500,7.9,0.3,0,5,0
12396,25,50000,1,0.0,2,2,5000,13.11,0.1,0,2,0
25239,23,71400,1,7.0,4,1,16000,12.69,0.2,0,3,1
4543,64,47380,0,5.0,5,1,15000,11.36,0.32,0,24,0
5457,31,46000,1,5.0,4,3,6500,15.33,0.14,1,7,1
8546,25,44000,1,5.0,4,2,10200,13.48,0.23,0,4,0
32826,30,60000,1,5.0,1,1,2400,10.25,0.04,0,8,0
13416,28,48000,1,12.0,1,2,5000,13.99,0.1,0,8,0
24890,21,25000,1,3.0,1,0,3000,6.76,0.12,0,2,0
2701,23,30000,1,0.0,1,0,3000,7.4,0.1,0,3,0
4211,29,110000,2,13.0,0,0,12000,7.51,0.11,0,10,0
13286,30,45000,0,5.0,5,0,3000,7.05,0.07,0,9,0
50804,30,26400,1,0.0,2,2,4750,13.06,0.18,1,8,0
44719,22,45000,1,6.0,1,2,4800,12.73,0.11,1,4,0
6890,24,64500,2,4.0,0,1,6000,11.83,0.1,0,2,0
47627,26,150000,2,5.0,0,1,35000,10.59,0.23,0,2,0
42017,22,40000,2,6.0,0,0,4500,6.62,0.11,0,3,0
47443,28,85000,0,2.0,3,0,8000,7.51,0.09,0,8,0
14276,37,50000,1,11.0,3,1,6000,9.99,0.12,0,11,0
41127,34,50000,0,4.0,4,0,6000,8.9,0.12,0,10,0
17744,24,65000,0,8.0,2,0,2000,7.9,0.03,0,2,0
10784,22,70000,1,6.0,3,3,23000,14.96,0.32,0,3,1
45231,25,50000,1,0.0,0,2,12000,12.09,0.24,1,2,0
56935,29,54000,1,7.0,2,3,15250,14.96,0.28,0,8,1
47532,41,57000,0,27.0,5,2,5000,14.72,0.09,1,13,0
35961,24,72000,1,8.0,4,2,2400,14.79,0.03,1,3,0
42338,25,60000,1,9.0,3,0,12650,7.9,0.21,0,2,0
48093,28,90000,0,13.0,4,1,20000,9.99,0.22,0,10,0
14777,66,50000,1,22.0,5,1,4000,11.83,0.08,0,24,0
25953,24,50000,0,2.0,2,2,9600,13.16,0.19,0,2,0
49970,23,78000,0,7.0,0,0,5500,5.42,0.07,0,2,0
43014,21,65000,1,5.0,1,1,10000,11.83,0.15,0,2,0
47276,22,36000,1,4.0,5,3,10000,15.58,0.28,0,4,1
36189,33,35000,1,12.0,0,1,4200,10.99,0.12,0,6,0
46804,33,50000,0,6.0,0,3,16000,16.89,0.32,1,5,0
23244,32,50000,1,0.0,4,0,3000,6.03,0.06,0,7,0
50414,30,75000,0,14.0,1,0,3000,7.9,0.04,0,5,0
55919,28,43500,0,12.0,1,1,4000,12.69,0.09,0,10,0
22287,24,53500,1,0.0,1,1,3200,9.62,0.06,0,3,0
4029,37,65000,0,2.0,2,1,13750,9.62,0.21,0,17,0
54809,22,24000,1,1.0,5,1,5500,10.99,0.22,0,4,0
40689,26,139992,0,0.0,3,2,20000,13.43,0.14,1,2,0
13402,22,54000,0,6.0,2,0,5000,5.42,0.09,0,2,0
20680,29,42000,1,5.0,0,0,8000,7.49,0.19,0,8,0
44575,34,120000,0,17.0,0,2,20000,13.79,0.17,0,6,0
15825,23,100000,0,0.0,2,0,9600,7.66,0.1,0,4,0
54924,22,39996,1,2.0,2,1,10000,10.99,0.25,0,3,0
27196,22,53000,1,0.0,1,2,10000,13.22,0.19,0,4,0
48064,30,131004,0,14.0,1,0,5000,8.49,0.04,0,8,0
15975,21,36000,1,3.0,0,3,1200,15.21,0.03,0,3,0
18665,45,126000,0,5.0,3,0,14000,8.49,0.11,0,11,0
33299,25,60000,1,1.0,1,0,3000,7.29,0.05,0,4,0
52678,26,62000,0,2.0,2,0,14000,7.88,0.23,0,3,0
28344,28,63000,0,2.0,1,1,10000,10.59,0.16,0,8,0
24364,25,19200,1,2.0,3,2,3500,14.17,0.18,1,3,1
47625,30,36000,0,14.0,1,1,8000,9.99,0.22,0,10,0
11017,33,72000,0,3.0,4,0,10000,7.88,0.14,0,5,0
50814,23,55000,1,7.0,1,1,10500,11.48,0.19,0,4,0
15061,35,60000,1,4.0,5,1,3000,11.49,0.05,0,9,0
38438,23,57000,0,3.0,1,0,14000,5.79,0.24,0,4,0
35411,26,78000,1,2.0,0,3,3000,15.05,0.04,1,3,1
34477,25,75000,0,4.0,0,2,6000,14.65,0.08,0,3,0
9364,25,95000,0,9.0,2,0,5000,7.51,0.05,0,3,0
1713,25,45000,1,3.0,4,0,2000,7.49,0.04,0,3,0
5247,35,24000,1,2.0,5,1,5600,10.37,0.23,0,9,0
13154,23,40000,2,3.0,5,0,8000,6.62,0.2,0,4,0
41642,24,85000,0,4.0,0,1,8000,10.75,0.09,0,2,0
47545,29,29004,1,2.0,5,1,10000,11.83,0.34,0,6,1
44683,21,34368,1,0.0,2,2,2500,12.87,0.07,1,7,0
47900,23,24000,1,2.0,3,1,7000,10.99,0.29,0,2,1
13981,25,45000,0,2.0,5,0,7000,6.03,0.16,0,4,0
9139,27,34000,1,4.0,5,1,10000,10.25,0.29,0,7,0
42451,24,75000,1,4.0,0,0,16000,6.62,0.21,0,2,0
41547,43,50000,0,7.0,5,0,6400,7.49,0.13,0,17,0
30216,26,82500,1,0.0,2,1,4000,8.88,0.05,0,4,0
25877,27,32000,1,3.0,4,3,5000,14.84,0.16,1,5,0
2550,24,50000,0,8.0,2,0,12000,7.9,0.24,0,4,0
5023,24,52000,0,1.0,5,2,8000,13.22,0.15,0,4,0
37439,28,72000,1,8.0,5,1,17000,10.62,0.24,0,5,0
36283,26,144600,0,0.0,5,0,7000,9.63,0.05,0,3,0
36406,23,50000,0,4.0,2,2,8000,13.49,0.16,0,3,0
58560,24,30000,0,2.0,2,1,6500,10.37,0.22,0,3,0
2185,25,80000,0,1.0,0,0,3000,6.39,0.04,0,4,0
11440,23,35000,1,4.0,1,2,10000,13.49,0.29,0,4,0
40812,26,35000,1,0.0,0,2,2000,14.26,0.06,1,2,0
38378,21,65000,0,0.0,1,0,3600,7.68,0.06,0,4,0
35521,29,63000,0,1.0,5,2,20000,13.16,0.32,0,9,0
14532,26,61000,0,2.0,1,2,7500,11.97,0.12,0,2,0
57562,26,450000,0,6.0,4,0,14000,7.9,0.03,0,4,0
45389,24,54000,0,7.0,3,0,6000,5.79,0.11,0,4,0
49344,60,50000,1,5.0,4,1,9000,10.65,0.18,0,25,0
8248,26,110000,0,10.0,2,1,12000,10.74,0.11,0,2,0
47484,28,33600,1,2.0,4,0,4200,7.49,0.13,0,9,0
5878,37,74568,1,0.0,0,2,6000,14.26,0.08,0,13,0
17936,24,36000,0,1.0,1,2,1500,12.98,0.04,0,2,0
52923,21,54000,1,5.0,0,2,1200,14.27,0.02,0,3,0
31038,27,43000,1,1.0,2,2,8000,13.8,0.19,0,6,0
38800,29,96000,0,11.0,3,2,4000,13.49,0.04,0,8,0
45719,27,40000,1,1.0,0,3,2500,14.59,0.06,1,10,1
50603,22,60000,1,6.0,4,0,6000,7.14,0.1,0,3,0
25544,21,50760,0,2.0,2,0,12000,7.29,0.24,0,3,0
